Run dsf tuning
Size shrunk from 1000 to 1000
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
160 | 7 | 5418 | 541 | Search | -351482 | -351482 | Global Improvement.
160 | 7 | 5420 | 543 | Search | -351516 | -351516 | Global Improvement.
160 | 7 | 5421 | 544 | Search | -351642 | -351642 | Global Improvement.
160 | 7 | 5422 | 545 | Search | -351682 | -351682 | Global Improvement.
160 | 7 | 5424 | 547 | Search | -351690 | -351690 | Global Improvement.
160 | 7 | 5428 | 551 | Search | -351704 | -351704 | Global Improvement.
160 | 7 | 5429 | 552 | Search | -351708 | -351708 | Global Improvement.
160 | 7 | 5430 | 553 | Search | -351712 | -351712 | Global Improvement.
161 | 7 | 5449 | 572 | Search | -351734 | -351734 | Global Improvement.
161 | 7 | 5450 | 573 | Search | -351758 | -351758 | Global Improvement.
168 | 7 | 5676 | 799 | Search | -351762 | -351762 | Global Improvement.
185 | 7 | 6272 | 1395 | Search | -351770 | -351770 | Global Improvement.
185 | 7 | 6273 | 1396 | Search | -351810 | -351810 | Global Improvement.
185 | 7 | 6274 | 1397 | Search | -351832 | -351832 | Global Improvement.
185 | 7 | 6276 | 1399 | Search | -351862 | -351862 | Global Improvement.
186 | 7 | 6307 | 1430 | Search | -351868 | -351868 | Global Improvement.
186 | 7 | 6308 | 1431 | Search | -351904 | -351904 | Global Improvement.

 Optimization finished in 3.59703915s. 
 Objective of best solution found: -351904
Size shrunk from 1000 to 1000
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -345664 | -345664 | Global Improvement.
0 | 1 | 2 | 2 | Search | -345900 | -345900 | Global Improvement.
0 | 1 | 3 | 3 | Search | -346140 | -346140 | Global Improvement.
0 | 1 | 4 | 4 | Search | -346308 | -346308 | Global Improvement.
0 | 1 | 5 | 5 | Search | -346418 | -346418 | Global Improvement.
0 | 1 | 6 | 6 | Search | -346510 | -346510 | Global Improvement.
0 | 1 | 7 | 7 | Search | -346590 | -346590 | Global Improvement.
0 | 1 | 8 | 8 | Search | -346685 | -346685 | Global Improvement.
0 | 1 | 9 | 9 | Search | -346749 | -346749 | Global Improvement.
0 | 1 | 10 | 10 | Search | -346863 | -346863 | Global Improvement.
0 | 1 | 11 | 11 | Search | -346919 | -346919 | Global Improvement.
0 | 1 | 12 | 12 | Search | -346999 | -346999 | Global Improvement.
0 | 1 | 13 | 13 | Search | -347045 | -347045 | Global Improvement.
0 | 1 | 14 | 14 | Search | -347071 | -347071 | Global Improvement.
0 | 1 | 15 | 15 | Search | -347105 | -347105 | Global Improvement.
0 | 1 | 16 | 16 | Search | -347129 | -347129 | Global Improvement.
0 | 1 | 17 | 17 | Search | -347143 | -347143 | Global Improvement.
0 | 1 | 18 | 18 | Search | -347149 | -347149 | Global Improvement.
0 | 1 | 19 | 19 | Search | -347163 | -347163 | Global Improvement.
0 | 1 | 21 | 21 | Search | -347185 | -347185 | Global Improvement.
0 | 1 | 23 | 23 | Search | -347261 | -347261 | Global Improvement.
1 | 1 | 28 | 28 | Search | -347295 | -347295 | Global Improvement.
1 | 1 | 29 | 29 | Search | -347367 | -347367 | Global Improvement.
1 | 1 | 30 | 30 | Search | -347383 | -347383 | Global Improvement.
1 | 1 | 31 | 31 | Search | -347389 | -347389 | Global Improvement.
1 | 1 | 32 | 32 | Search | -347393 | -347393 | Global Improvement.
1 | 1 | 56 | 56 | Search | -347420 | -347420 | Global Improvement.
1 | 1 | 57 | 57 | Search | -347428 | -347428 | Global Improvement.
2 | 1 | 62 | 62 | Search | -347460 | -347460 | Global Improvement.
2 | 1 | 68 | 68 | Search | -347485 | -347485 | Global Improvement.
2 | 1 | 69 | 69 | Search | -347507 | -347507 | Global Improvement.
2 | 1 | 70 | 70 | Search | -347515 | -347515 | Global Improvement.
2 | 1 | 71 | 71 | Search | -347603 | -347603 | Global Improvement.
2 | 1 | 77 | 77 | Search | -347681 | -347681 | Global Improvement.
2 | 1 | 78 | 78 | Search | -347689 | -347689 | Global Improvement.
2 | 1 | 79 | 79 | Search | -347697 | -347697 | Global Improvement.
2 | 1 | 80 | 80 | Search | -347763 | -347763 | Global Improvement.
2 | 1 | 83 | 83 | Search | -347813 | -347813 | Global Improvement.
2 | 1 | 85 | 85 | Search | -347881 | -347881 | Global Improvement.
3 | 1 | 90 | 90 | Search | -347943 | -347943 | Global Improvement.
3 | 1 | 91 | 91 | Search | -347951 | -347951 | Global Improvement.
3 | 1 | 92 | 92 | Search | -347955 | -347955 | Global Improvement.
3 | 1 | 95 | 95 | Search | -347959 | -347959 | Global Improvement.
3 | 1 | 98 | 98 | Search | -347967 | -347967 | Global Improvement.
3 | 1 | 99 | 99 | Search | -347979 | -347979 | Global Improvement.
3 | 1 | 113 | 113 | Search | -347987 | -347987 | Global Improvement.
3 | 1 | 114 | 114 | Search | -347999 | -347999 | Global Improvement.
3 | 1 | 115 | 115 | Search | -348003 | -348003 | Global Improvement.
4 | 1 | 122 | 122 | Search | -348025 | -348025 | Global Improvement.
4 | 1 | 123 | 123 | Search | -348081 | -348081 | Global Improvement.
4 | 1 | 124 | 124 | Search | -348119 | -348119 | Global Improvement.
4 | 1 | 125 | 125 | Search | -348121 | -348121 | Global Improvement.
4 | 1 | 127 | 127 | Search | -348220 | -348220 | Global Improvement.
4 | 1 | 128 | 128 | Search | -348334 | -348334 | Global Improvement.
4 | 1 | 134 | 134 | Search | -348378 | -348378 | Global Improvement.
5 | 1 | 146 | 146 | Search | -348394 | -348394 | Global Improvement.
5 | 1 | 147 | 147 | Search | -348476 | -348476 | Global Improvement.
5 | 1 | 148 | 148 | Search | -348498 | -348498 | Global Improvement.
5 | 1 | 151 | 151 | Search | -348508 | -348508 | Global Improvement.
5 | 1 | 152 | 152 | Search | -348516 | -348516 | Global Improvement.
6 | 1 | 181 | 181 | Search | -348517 | -348517 | Global Improvement.
6 | 1 | 182 | 182 | Search | -348547 | -348547 | Global Improvement.
6 | 1 | 183 | 183 | Search | -348571 | -348571 | Global Improvement.
6 | 1 | 184 | 184 | Search | -348593 | -348593 | Global Improvement.
6 | 1 | 190 | 190 | Search | -348594 | -348594 | Global Improvement.
6 | 1 | 191 | 191 | Search | -348602 | -348602 | Global Improvement.
212 | 9 | 6324 | 133 | Search | -348604 | -348604 | Global Improvement.
212 | 9 | 6325 | 134 | Search | -348620 | -348620 | Global Improvement.
212 | 9 | 6326 | 135 | Search | -348634 | -348634 | Global Improvement.
212 | 9 | 6327 | 136 | Search | -348642 | -348642 | Global Improvement.
212 | 9 | 6334 | 143 | Search | -348669 | -348669 | Global Improvement.
212 | 9 | 6335 | 144 | Search | -348743 | -348743 | Global Improvement.
212 | 9 | 6337 | 146 | Search | -348854 | -348854 | Global Improvement.
240 | 9 | 7305 | 1114 | Search | -348879 | -348879 | Global Improvement.
240 | 9 | 7306 | 1115 | Search | -348937 | -348937 | Global Improvement.
240 | 9 | 7307 | 1116 | Search | -348959 | -348959 | Global Improvement.
240 | 9 | 7308 | 1117 | Search | -348971 | -348971 | Global Improvement.
241 | 9 | 7344 | 1153 | Search | -348976 | -348976 | Global Improvement.
241 | 9 | 7345 | 1154 | Search | -348992 | -348992 | Global Improvement.
243 | 9 | 7409 | 1218 | Search | -348998 | -348998 | Global Improvement.
247 | 9 | 7543 | 1352 | Search | -349016 | -349016 | Global Improvement.
248 | 9 | 7559 | 1368 | Search | -349022 | -349022 | Global Improvement.
248 | 9 | 7560 | 1369 | Search | -349086 | -349086 | Global Improvement.
248 | 9 | 7561 | 1370 | Search | -349096 | -349096 | Global Improvement.
248 | 9 | 7562 | 1371 | Search | -349104 | -349104 | Global Improvement.
324 | 11 | 9986 | 924 | Search | -349158 | -349158 | Global Improvement.
324 | 11 | 9989 | 927 | Search | -349196 | -349196 | Global Improvement.
325 | 11 | 9990 | 928 | Search | -349228 | -349228 | Global Improvement.
395 | 13 | 12242 | 752 | Search | -349252 | -349252 | Global Improvement.
396 | 13 | 12264 | 774 | Search | -349254 | -349254 | Global Improvement.
3478 | 143 | 110305 | 541 | Search | -349259 | -349259 | Global Improvement.
3478 | 143 | 110306 | 542 | Search | -349297 | -349297 | Global Improvement.
3478 | 143 | 110307 | 543 | Search | -349313 | -349313 | Global Improvement.
3478 | 143 | 110308 | 544 | Search | -349323 | -349323 | Global Improvement.
3478 | 143 | 110309 | 545 | Search | -349331 | -349331 | Global Improvement.
3525 | 145 | 111919 | 110 | Search | -349337 | -349337 | Global Improvement.

 Optimization finished in 7.950121793s. 
 Objective of best solution found: -349337
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -345664 | -345664 | Global Improvement.
0 | 1 | 2 | 2 | Search | -345900 | -345900 | Global Improvement.
0 | 1 | 3 | 3 | Search | -346140 | -346140 | Global Improvement.
0 | 1 | 4 | 4 | Search | -346308 | -346308 | Global Improvement.
0 | 1 | 5 | 5 | Search | -346418 | -346418 | Global Improvement.
0 | 1 | 6 | 6 | Search | -346510 | -346510 | Global Improvement.
0 | 1 | 7 | 7 | Search | -346590 | -346590 | Global Improvement.
0 | 1 | 8 | 8 | Search | -346685 | -346685 | Global Improvement.
0 | 1 | 9 | 9 | Search | -346749 | -346749 | Global Improvement.
0 | 1 | 10 | 10 | Search | -346863 | -346863 | Global Improvement.
0 | 1 | 11 | 11 | Search | -346919 | -346919 | Global Improvement.
0 | 1 | 12 | 12 | Search | -346999 | -346999 | Global Improvement.
0 | 1 | 13 | 13 | Search | -347045 | -347045 | Global Improvement.
0 | 1 | 14 | 14 | Search | -347071 | -347071 | Global Improvement.
0 | 1 | 15 | 15 | Search | -347105 | -347105 | Global Improvement.
0 | 1 | 16 | 16 | Search | -347129 | -347129 | Global Improvement.
0 | 1 | 17 | 17 | Search | -347143 | -347143 | Global Improvement.
0 | 1 | 18 | 18 | Search | -347149 | -347149 | Global Improvement.
0 | 1 | 19 | 19 | Search | -347163 | -347163 | Global Improvement.
0 | 1 | 21 | 21 | Search | -347185 | -347185 | Global Improvement.
0 | 1 | 23 | 23 | Search | -347261 | -347261 | Global Improvement.
0 | 1 | 28 | 28 | Search | -347295 | -347295 | Global Improvement.
0 | 1 | 29 | 29 | Search | -347367 | -347367 | Global Improvement.
1 | 1 | 30 | 30 | Search | -347383 | -347383 | Global Improvement.
1 | 1 | 31 | 31 | Search | -347389 | -347389 | Global Improvement.
1 | 1 | 32 | 32 | Search | -347393 | -347393 | Global Improvement.
1 | 1 | 56 | 56 | Search | -347420 | -347420 | Global Improvement.
1 | 1 | 57 | 57 | Search | -347428 | -347428 | Global Improvement.
1 | 1 | 62 | 62 | Search | -347460 | -347460 | Global Improvement.
2 | 1 | 68 | 68 | Search | -347485 | -347485 | Global Improvement.
2 | 1 | 69 | 69 | Search | -347507 | -347507 | Global Improvement.
2 | 1 | 70 | 70 | Search | -347515 | -347515 | Global Improvement.
2 | 1 | 71 | 71 | Search | -347603 | -347603 | Global Improvement.
2 | 1 | 77 | 77 | Search | -347681 | -347681 | Global Improvement.
2 | 1 | 78 | 78 | Search | -347689 | -347689 | Global Improvement.
2 | 1 | 79 | 79 | Search | -347697 | -347697 | Global Improvement.
2 | 1 | 80 | 80 | Search | -347763 | -347763 | Global Improvement.
2 | 1 | 83 | 83 | Search | -347813 | -347813 | Global Improvement.
2 | 1 | 85 | 85 | Search | -347881 | -347881 | Global Improvement.
2 | 1 | 90 | 90 | Search | -347943 | -347943 | Global Improvement.
2 | 1 | 91 | 91 | Search | -347951 | -347951 | Global Improvement.
2 | 1 | 92 | 92 | Search | -347955 | -347955 | Global Improvement.
2 | 1 | 95 | 95 | Search | -347959 | -347959 | Global Improvement.
2 | 1 | 98 | 98 | Search | -347967 | -347967 | Global Improvement.
3 | 1 | 99 | 99 | Search | -347979 | -347979 | Global Improvement.
3 | 1 | 113 | 113 | Search | -347987 | -347987 | Global Improvement.
3 | 1 | 114 | 114 | Search | -347999 | -347999 | Global Improvement.
3 | 1 | 115 | 115 | Search | -348003 | -348003 | Global Improvement.
3 | 1 | 122 | 122 | Search | -348025 | -348025 | Global Improvement.
3 | 1 | 123 | 123 | Search | -348081 | -348081 | Global Improvement.
3 | 1 | 124 | 124 | Search | -348119 | -348119 | Global Improvement.
3 | 1 | 125 | 125 | Search | -348121 | -348121 | Global Improvement.
3 | 1 | 127 | 127 | Search | -348220 | -348220 | Global Improvement.
3 | 1 | 128 | 128 | Search | -348334 | -348334 | Global Improvement.
3 | 1 | 134 | 134 | Search | -348378 | -348378 | Global Improvement.
4 | 1 | 146 | 146 | Search | -348394 | -348394 | Global Improvement.
4 | 1 | 147 | 147 | Search | -348476 | -348476 | Global Improvement.
4 | 1 | 148 | 148 | Search | -348498 | -348498 | Global Improvement.
4 | 1 | 151 | 151 | Search | -348508 | -348508 | Global Improvement.
4 | 1 | 152 | 152 | Search | -348516 | -348516 | Global Improvement.
5 | 1 | 181 | 181 | Search | -348517 | -348517 | Global Improvement.
5 | 1 | 182 | 182 | Search | -348547 | -348547 | Global Improvement.
5 | 1 | 183 | 183 | Search | -348571 | -348571 | Global Improvement.
5 | 1 | 184 | 184 | Search | -348593 | -348593 | Global Improvement.
5 | 1 | 190 | 190 | Search | -348594 | -348594 | Global Improvement.
5 | 1 | 191 | 191 | Search | -348602 | -348602 | Global Improvement.
600 | 25 | 18636 | 445 | Search | -348608 | -348608 | Global Improvement.
600 | 25 | 18637 | 446 | Search | -348616 | -348616 | Global Improvement.
601 | 25 | 18664 | 473 | Search | -348641 | -348641 | Global Improvement.
601 | 25 | 18665 | 474 | Search | -348663 | -348663 | Global Improvement.
601 | 25 | 18672 | 481 | Search | -348675 | -348675 | Global Improvement.
601 | 25 | 18673 | 482 | Search | -348721 | -348721 | Global Improvement.
601 | 25 | 18674 | 483 | Search | -348741 | -348741 | Global Improvement.
602 | 25 | 18704 | 513 | Search | -348778 | -348778 | Global Improvement.
602 | 25 | 18705 | 514 | Search | -348806 | -348806 | Global Improvement.
602 | 25 | 18706 | 515 | Search | -348828 | -348828 | Global Improvement.
602 | 25 | 18707 | 516 | Search | -348948 | -348948 | Global Improvement.
602 | 25 | 18708 | 517 | Search | -348976 | -348976 | Global Improvement.
602 | 25 | 18709 | 518 | Search | -348996 | -348996 | Global Improvement.
602 | 25 | 18710 | 519 | Search | -349044 | -349044 | Global Improvement.
602 | 25 | 18711 | 520 | Search | -349048 | -349048 | Global Improvement.
602 | 25 | 18712 | 521 | Search | -349083 | -349083 | Global Improvement.
602 | 25 | 18713 | 522 | Search | -349137 | -349137 | Global Improvement.
603 | 25 | 18716 | 525 | Search | -349163 | -349163 | Global Improvement.
603 | 25 | 18717 | 526 | Search | -349227 | -349227 | Global Improvement.
603 | 25 | 18718 | 527 | Search | -349233 | -349233 | Global Improvement.
611 | 25 | 19002 | 811 | Search | -349254 | -349254 | Global Improvement.
3187 | 133 | 100858 | 856 | Search | -349299 | -349299 | Global Improvement.
3187 | 133 | 100859 | 857 | Search | -349337 | -349337 | Global Improvement.

 Optimization finished in 5.874340862s. 
 Objective of best solution found: -349337
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -345664 | -345664 | Global Improvement.
0 | 1 | 2 | 2 | Search | -345900 | -345900 | Global Improvement.
0 | 1 | 3 | 3 | Search | -346140 | -346140 | Global Improvement.
0 | 1 | 4 | 4 | Search | -346308 | -346308 | Global Improvement.
0 | 1 | 5 | 5 | Search | -346418 | -346418 | Global Improvement.
0 | 1 | 6 | 6 | Search | -346510 | -346510 | Global Improvement.
0 | 1 | 7 | 7 | Search | -346590 | -346590 | Global Improvement.
0 | 1 | 8 | 8 | Search | -346685 | -346685 | Global Improvement.
0 | 1 | 9 | 9 | Search | -346749 | -346749 | Global Improvement.
0 | 1 | 10 | 10 | Search | -346863 | -346863 | Global Improvement.
0 | 1 | 11 | 11 | Search | -346919 | -346919 | Global Improvement.
0 | 1 | 12 | 12 | Search | -346999 | -346999 | Global Improvement.
0 | 1 | 13 | 13 | Search | -347045 | -347045 | Global Improvement.
0 | 1 | 14 | 14 | Search | -347071 | -347071 | Global Improvement.
0 | 1 | 15 | 15 | Search | -347105 | -347105 | Global Improvement.
0 | 1 | 16 | 16 | Search | -347129 | -347129 | Global Improvement.
0 | 1 | 17 | 17 | Search | -347143 | -347143 | Global Improvement.
0 | 1 | 18 | 18 | Search | -347149 | -347149 | Global Improvement.
0 | 1 | 19 | 19 | Search | -347163 | -347163 | Global Improvement.
0 | 1 | 21 | 21 | Search | -347185 | -347185 | Global Improvement.
0 | 1 | 23 | 23 | Search | -347261 | -347261 | Global Improvement.
0 | 1 | 28 | 28 | Search | -347295 | -347295 | Global Improvement.
0 | 1 | 29 | 29 | Search | -347367 | -347367 | Global Improvement.
0 | 1 | 30 | 30 | Search | -347383 | -347383 | Global Improvement.
0 | 1 | 31 | 31 | Search | -347389 | -347389 | Global Improvement.
1 | 1 | 32 | 32 | Search | -347393 | -347393 | Global Improvement.
1 | 1 | 56 | 56 | Search | -347420 | -347420 | Global Improvement.
1 | 1 | 57 | 57 | Search | -347428 | -347428 | Global Improvement.
1 | 1 | 62 | 62 | Search | -347460 | -347460 | Global Improvement.
1 | 1 | 68 | 68 | Search | -347485 | -347485 | Global Improvement.
2 | 1 | 69 | 69 | Search | -347507 | -347507 | Global Improvement.
2 | 1 | 70 | 70 | Search | -347515 | -347515 | Global Improvement.
2 | 1 | 71 | 71 | Search | -347603 | -347603 | Global Improvement.
2 | 1 | 77 | 77 | Search | -347681 | -347681 | Global Improvement.
2 | 1 | 78 | 78 | Search | -347689 | -347689 | Global Improvement.
2 | 1 | 79 | 79 | Search | -347697 | -347697 | Global Improvement.
2 | 1 | 80 | 80 | Search | -347763 | -347763 | Global Improvement.
2 | 1 | 83 | 83 | Search | -347813 | -347813 | Global Improvement.
2 | 1 | 85 | 85 | Search | -347881 | -347881 | Global Improvement.
2 | 1 | 90 | 90 | Search | -347943 | -347943 | Global Improvement.
2 | 1 | 91 | 91 | Search | -347951 | -347951 | Global Improvement.
2 | 1 | 92 | 92 | Search | -347955 | -347955 | Global Improvement.
2 | 1 | 95 | 95 | Search | -347959 | -347959 | Global Improvement.
2 | 1 | 98 | 98 | Search | -347967 | -347967 | Global Improvement.
2 | 1 | 99 | 99 | Search | -347979 | -347979 | Global Improvement.
3 | 1 | 113 | 113 | Search | -347987 | -347987 | Global Improvement.
3 | 1 | 114 | 114 | Search | -347999 | -347999 | Global Improvement.
3 | 1 | 115 | 115 | Search | -348003 | -348003 | Global Improvement.
3 | 1 | 122 | 122 | Search | -348025 | -348025 | Global Improvement.
3 | 1 | 123 | 123 | Search | -348081 | -348081 | Global Improvement.
3 | 1 | 124 | 124 | Search | -348119 | -348119 | Global Improvement.
3 | 1 | 125 | 125 | Search | -348121 | -348121 | Global Improvement.
3 | 1 | 127 | 127 | Search | -348220 | -348220 | Global Improvement.
3 | 1 | 128 | 128 | Search | -348334 | -348334 | Global Improvement.
3 | 1 | 134 | 134 | Search | -348378 | -348378 | Global Improvement.
4 | 1 | 146 | 146 | Search | -348394 | -348394 | Global Improvement.
4 | 1 | 147 | 147 | Search | -348476 | -348476 | Global Improvement.
4 | 1 | 148 | 148 | Search | -348498 | -348498 | Global Improvement.
4 | 1 | 151 | 151 | Search | -348508 | -348508 | Global Improvement.
4 | 1 | 152 | 152 | Search | -348516 | -348516 | Global Improvement.
5 | 1 | 181 | 181 | Search | -348517 | -348517 | Global Improvement.
5 | 1 | 182 | 182 | Search | -348547 | -348547 | Global Improvement.
5 | 1 | 183 | 183 | Search | -348571 | -348571 | Global Improvement.
5 | 1 | 184 | 184 | Search | -348593 | -348593 | Global Improvement.
5 | 1 | 190 | 190 | Search | -348594 | -348594 | Global Improvement.
5 | 1 | 191 | 191 | Search | -348602 | -348602 | Global Improvement.
664 | 29 | 21604 | 413 | Search | -348612 | -348612 | Global Improvement.
664 | 29 | 21605 | 414 | Search | -348618 | -348618 | Global Improvement.
664 | 29 | 21608 | 417 | Search | -348702 | -348702 | Global Improvement.
665 | 29 | 21647 | 456 | Search | -348718 | -348718 | Global Improvement.
668 | 29 | 21744 | 553 | Search | -348726 | -348726 | Global Improvement.
668 | 29 | 21745 | 554 | Search | -348738 | -348738 | Global Improvement.
668 | 29 | 21746 | 555 | Search | -348743 | -348743 | Global Improvement.
668 | 29 | 21747 | 556 | Search | -348763 | -348763 | Global Improvement.
670 | 29 | 21805 | 614 | Search | -348801 | -348801 | Global Improvement.
670 | 29 | 21806 | 615 | Search | -348807 | -348807 | Global Improvement.
3657 | 153 | 115197 | 391 | Search | -348809 | -348809 | Global Improvement.

 Optimization finished in 6.600481235s. 
 Objective of best solution found: -348809

best dsf=1.25 with 99.96326302023078
