Run tabu parameter tuning
START FOR bqp250.1
Size shrunk from 250 to 250
Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -42198 | -42198 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
9 | 1297 | 8 | Search | -48206 | -48206 | Global Improvement.
9 | 1298 | 9 | Search | -48219 | -48219 | Global Improvement.
9 | 1299 | 10 | Search | -48231 | -48231 | Global Improvement.
9 | 1300 | 11 | Search | -48237 | -48237 | Global Improvement.
9 | 1302 | 13 | Search | -48273 | -48273 | Global Improvement.
9 | 1303 | 14 | Search | -48275 | -48275 | Global Improvement.
9 | 1304 | 15 | Search | -48319 | -48319 | Global Improvement.
9 | 1305 | 16 | Search | -48329 | -48329 | Global Improvement.
9 | 1306 | 17 | Search | -48341 | -48341 | Global Improvement.
9 | 1311 | 22 | Search | -48364 | -48364 | Global Improvement.
9 | 1312 | 23 | Search | -48390 | -48390 | Global Improvement.
9 | 1313 | 24 | Search | -48403 | -48403 | Global Improvement.
9 | 1317 | 28 | Search | -48485 | -48485 | Global Improvement.
9 | 1318 | 29 | Search | -48536 | -48536 | Global Improvement.
9 | 1319 | 30 | Search | -48546 | -48546 | Global Improvement.
9 | 1320 | 31 | Search | -48558 | -48558 | Global Improvement.
9 | 1322 | 33 | Search | -48712 | -48712 | Global Improvement.
9 | 1323 | 34 | Search | -48824 | -48824 | Global Improvement.
9 | 1324 | 35 | Search | -48867 | -48867 | Global Improvement.
9 | 1325 | 36 | Search | -48881 | -48881 | Global Improvement.
9 | 1326 | 37 | Search | -48883 | -48883 | Global Improvement.
9 | 1330 | 41 | Search | -48895 | -48895 | Global Improvement.
9 | 1331 | 42 | Search | -48953 | -48953 | Global Improvement.
9 | 1335 | 46 | Search | -48961 | -48961 | Global Improvement.
9 | 1336 | 47 | Search | -48997 | -48997 | Global Improvement.
9 | 1337 | 48 | Search | -49017 | -49017 | Global Improvement.
9 | 1338 | 49 | Search | -49035 | -49035 | Global Improvement.
9 | 1339 | 50 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 1.798274273s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
9 | 1297 | 8 | Search | -48206 | -48206 | Global Improvement.
9 | 1298 | 9 | Search | -48219 | -48219 | Global Improvement.
9 | 1299 | 10 | Search | -48231 | -48231 | Global Improvement.
9 | 1300 | 11 | Search | -48237 | -48237 | Global Improvement.
9 | 1302 | 13 | Search | -48273 | -48273 | Global Improvement.
9 | 1303 | 14 | Search | -48275 | -48275 | Global Improvement.
9 | 1304 | 15 | Search | -48319 | -48319 | Global Improvement.
9 | 1305 | 16 | Search | -48329 | -48329 | Global Improvement.
9 | 1306 | 17 | Search | -48341 | -48341 | Global Improvement.
9 | 1311 | 22 | Search | -48364 | -48364 | Global Improvement.
9 | 1312 | 23 | Search | -48390 | -48390 | Global Improvement.
9 | 1313 | 24 | Search | -48403 | -48403 | Global Improvement.
9 | 1317 | 28 | Search | -48485 | -48485 | Global Improvement.
9 | 1318 | 29 | Search | -48536 | -48536 | Global Improvement.
9 | 1319 | 30 | Search | -48546 | -48546 | Global Improvement.
9 | 1320 | 31 | Search | -48558 | -48558 | Global Improvement.
9 | 1322 | 33 | Search | -48712 | -48712 | Global Improvement.
9 | 1323 | 34 | Search | -48824 | -48824 | Global Improvement.
9 | 1324 | 35 | Search | -48867 | -48867 | Global Improvement.
9 | 1325 | 36 | Search | -48881 | -48881 | Global Improvement.
9 | 1326 | 37 | Search | -48883 | -48883 | Global Improvement.
9 | 1330 | 41 | Search | -48895 | -48895 | Global Improvement.
9 | 1331 | 42 | Search | -48953 | -48953 | Global Improvement.
9 | 1335 | 46 | Search | -48961 | -48961 | Global Improvement.
9 | 1336 | 47 | Search | -48997 | -48997 | Global Improvement.
9 | 1337 | 48 | Search | -49017 | -49017 | Global Improvement.
9 | 1338 | 49 | Search | -49035 | -49035 | Global Improvement.
9 | 1339 | 50 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 0.592424996s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
50 | 7575 | 10 | Search | -48118 | -48118 | Global Improvement.
50 | 7576 | 11 | Search | -48176 | -48176 | Global Improvement.
50 | 7577 | 12 | Search | -48206 | -48206 | Global Improvement.
50 | 7578 | 13 | Search | -48219 | -48219 | Global Improvement.
50 | 7579 | 14 | Search | -48231 | -48231 | Global Improvement.
50 | 7580 | 15 | Search | -48237 | -48237 | Global Improvement.
50 | 7582 | 17 | Search | -48245 | -48245 | Global Improvement.
50 | 7583 | 18 | Search | -48257 | -48257 | Global Improvement.
50 | 7585 | 20 | Search | -48293 | -48293 | Global Improvement.
50 | 7586 | 21 | Search | -48341 | -48341 | Global Improvement.
50 | 7594 | 29 | Search | -48368 | -48368 | Global Improvement.
50 | 7595 | 30 | Search | -48381 | -48381 | Global Improvement.
50 | 7596 | 31 | Search | -48391 | -48391 | Global Improvement.
50 | 7597 | 32 | Search | -48403 | -48403 | Global Improvement.
50 | 7599 | 34 | Search | -48557 | -48557 | Global Improvement.
50 | 7600 | 35 | Search | -48669 | -48669 | Global Improvement.
50 | 7601 | 36 | Search | -48712 | -48712 | Global Improvement.
50 | 7605 | 40 | Search | -48869 | -48869 | Global Improvement.
50 | 7606 | 41 | Search | -48883 | -48883 | Global Improvement.
50 | 7611 | 46 | Search | -48893 | -48893 | Global Improvement.
50 | 7612 | 47 | Search | -48951 | -48951 | Global Improvement.
50 | 7613 | 48 | Search | -48953 | -48953 | Global Improvement.
50 | 7616 | 51 | Search | -48963 | -48963 | Global Improvement.
50 | 7617 | 52 | Search | -48999 | -48999 | Global Improvement.
50 | 7618 | 53 | Search | -49019 | -49019 | Global Improvement.
50 | 7619 | 54 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 3.618087482s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
67 | 10092 | 14 | Search | -48151 | -48151 | Global Improvement.
67 | 10093 | 15 | Search | -48171 | -48171 | Global Improvement.
67 | 10094 | 16 | Search | -48185 | -48185 | Global Improvement.
67 | 10095 | 17 | Search | -48198 | -48198 | Global Improvement.
67 | 10096 | 18 | Search | -48204 | -48204 | Global Improvement.
67 | 10098 | 20 | Search | -48231 | -48231 | Global Improvement.
67 | 10099 | 21 | Search | -48279 | -48279 | Global Improvement.
68 | 10104 | 26 | Search | -48302 | -48302 | Global Improvement.
68 | 10105 | 27 | Search | -48328 | -48328 | Global Improvement.
68 | 10106 | 28 | Search | -48341 | -48341 | Global Improvement.
68 | 10108 | 30 | Search | -48437 | -48437 | Global Improvement.
68 | 10110 | 32 | Search | -48466 | -48466 | Global Improvement.
68 | 10118 | 40 | Search | -48483 | -48483 | Global Improvement.
68 | 10119 | 41 | Search | -48537 | -48537 | Global Improvement.
68 | 10120 | 42 | Search | -48557 | -48557 | Global Improvement.
68 | 10121 | 43 | Search | -48561 | -48561 | Global Improvement.
68 | 10122 | 44 | Search | -48575 | -48575 | Global Improvement.
68 | 10123 | 45 | Search | -48667 | -48667 | Global Improvement.
68 | 10124 | 46 | Search | -48789 | -48789 | Global Improvement.
68 | 10125 | 47 | Search | -48851 | -48851 | Global Improvement.
68 | 10126 | 48 | Search | -48887 | -48887 | Global Improvement.
68 | 10127 | 49 | Search | -48895 | -48895 | Global Improvement.
68 | 10128 | 50 | Search | -48953 | -48953 | Global Improvement.
68 | 10132 | 54 | Search | -48961 | -48961 | Global Improvement.
68 | 10133 | 55 | Search | -48997 | -48997 | Global Improvement.
68 | 10134 | 56 | Search | -49017 | -49017 | Global Improvement.
68 | 10135 | 57 | Search | -49035 | -49035 | Global Improvement.
68 | 10136 | 58 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 1.205259109s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
2 | 327 | 1 | Search | -48128 | -48128 | Global Improvement.
2 | 328 | 2 | Search | -48258 | -48258 | Global Improvement.
2 | 329 | 3 | Search | -48338 | -48338 | Global Improvement.
2 | 330 | 4 | Search | -48380 | -48380 | Global Improvement.
2 | 331 | 5 | Search | -48468 | -48468 | Global Improvement.
2 | 332 | 6 | Search | -48490 | -48490 | Global Improvement.
2 | 334 | 8 | Search | -48572 | -48572 | Global Improvement.
2 | 335 | 9 | Search | -48672 | -48672 | Global Improvement.
2 | 336 | 10 | Search | -48720 | -48720 | Global Improvement.
2 | 337 | 11 | Search | -48763 | -48763 | Global Improvement.
2 | 338 | 12 | Search | -48771 | -48771 | Global Improvement.
2 | 339 | 13 | Search | -48829 | -48829 | Global Improvement.
2 | 340 | 14 | Search | -48831 | -48831 | Global Improvement.
4 | 598 | 8 | Diversification | -48905 | -48905 | Global Improvement.
4 | 599 | 1 | Search | -48953 | -48953 | Global Improvement.
4 | 602 | 4 | Search | -48963 | -48963 | Global Improvement.
4 | 603 | 5 | Search | -48999 | -48999 | Global Improvement.
4 | 604 | 6 | Search | -49019 | -49019 | Global Improvement.
4 | 605 | 7 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 0.507261725s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
2 | 327 | 1 | Search | -48128 | -48128 | Global Improvement.
2 | 328 | 2 | Search | -48258 | -48258 | Global Improvement.
2 | 329 | 3 | Search | -48338 | -48338 | Global Improvement.
2 | 330 | 4 | Search | -48380 | -48380 | Global Improvement.
2 | 331 | 5 | Search | -48468 | -48468 | Global Improvement.
2 | 332 | 6 | Search | -48490 | -48490 | Global Improvement.
2 | 334 | 8 | Search | -48572 | -48572 | Global Improvement.
2 | 335 | 9 | Search | -48672 | -48672 | Global Improvement.
2 | 336 | 10 | Search | -48720 | -48720 | Global Improvement.
2 | 337 | 11 | Search | -48763 | -48763 | Global Improvement.
2 | 338 | 12 | Search | -48771 | -48771 | Global Improvement.
2 | 339 | 13 | Search | -48829 | -48829 | Global Improvement.
2 | 340 | 14 | Search | -48831 | -48831 | Global Improvement.
4 | 598 | 8 | Diversification | -48905 | -48905 | Global Improvement.
4 | 599 | 1 | Search | -48953 | -48953 | Global Improvement.
4 | 602 | 4 | Search | -48963 | -48963 | Global Improvement.
4 | 603 | 5 | Search | -48999 | -48999 | Global Improvement.
4 | 604 | 6 | Search | -49019 | -49019 | Global Improvement.
4 | 605 | 7 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 0.166392423s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
8 | 1306 | 30 | Diversification | -48155 | -48155 | Global Improvement.
8 | 1307 | 1 | Search | -48285 | -48285 | Global Improvement.
8 | 1308 | 2 | Search | -48341 | -48341 | Global Improvement.
8 | 1309 | 3 | Search | -48441 | -48441 | Global Improvement.
8 | 1310 | 4 | Search | -48469 | -48469 | Global Improvement.
8 | 1317 | 11 | Search | -48478 | -48478 | Global Improvement.
8 | 1318 | 12 | Search | -48491 | -48491 | Global Improvement.
8 | 1323 | 17 | Search | -48533 | -48533 | Global Improvement.
8 | 1324 | 18 | Search | -48563 | -48563 | Global Improvement.
17 | 2576 | 2 | Diversification | -48567 | -48567 | Global Improvement.
17 | 2577 | 1 | Search | -48615 | -48615 | Global Improvement.
17 | 2578 | 2 | Search | -48663 | -48663 | Global Improvement.
17 | 2580 | 4 | Search | -48692 | -48692 | Global Improvement.
17 | 2583 | 7 | Search | -48740 | -48740 | Global Improvement.
17 | 2584 | 8 | Search | -48808 | -48808 | Global Improvement.
17 | 2585 | 9 | Search | -48824 | -48824 | Global Improvement.
17 | 2588 | 12 | Search | -48832 | -48832 | Global Improvement.
17 | 2590 | 14 | Search | -48840 | -48840 | Global Improvement.
17 | 2592 | 16 | Search | -48842 | -48842 | Global Improvement.
18 | 2613 | 37 | Search | -48896 | -48896 | Global Improvement.
18 | 2614 | 38 | Search | -48947 | -48947 | Global Improvement.
18 | 2615 | 39 | Search | -48949 | -48949 | Global Improvement.
18 | 2619 | 43 | Search | -48975 | -48975 | Global Improvement.
18 | 2620 | 44 | Search | -48995 | -48995 | Global Improvement.
18 | 2621 | 45 | Search | -49013 | -49013 | Global Improvement.
26 | 3925 | 4 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 2.155329729s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
9 | 1306 | 30 | Diversification | -48155 | -48155 | Global Improvement.
9 | 1307 | 1 | Search | -48285 | -48285 | Global Improvement.
9 | 1308 | 2 | Search | -48341 | -48341 | Global Improvement.
9 | 1309 | 3 | Search | -48441 | -48441 | Global Improvement.
9 | 1310 | 4 | Search | -48469 | -48469 | Global Improvement.
9 | 1317 | 11 | Search | -48478 | -48478 | Global Improvement.
9 | 1318 | 12 | Search | -48491 | -48491 | Global Improvement.
9 | 1323 | 17 | Search | -48533 | -48533 | Global Improvement.
9 | 1324 | 18 | Search | -48563 | -48563 | Global Improvement.
17 | 2576 | 2 | Diversification | -48567 | -48567 | Global Improvement.
17 | 2577 | 1 | Search | -48615 | -48615 | Global Improvement.
17 | 2578 | 2 | Search | -48663 | -48663 | Global Improvement.
17 | 2580 | 4 | Search | -48692 | -48692 | Global Improvement.
26 | 3883 | 3 | Search | -48789 | -48789 | Global Improvement.
26 | 3884 | 4 | Search | -48832 | -48832 | Global Improvement.
26 | 3886 | 6 | Search | -48834 | -48834 | Global Improvement.
26 | 3891 | 11 | Search | -48864 | -48864 | Global Improvement.
26 | 3892 | 12 | Search | -48940 | -48940 | Global Improvement.
26 | 3893 | 13 | Search | -48991 | -48991 | Global Improvement.
26 | 3894 | 14 | Search | -49011 | -49011 | Global Improvement.
26 | 3895 | 15 | Search | -49013 | -49013 | Global Improvement.
35 | 5197 | 2 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 0.735654767s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
0 | 6 | 6 | Search | -47521 | -47521 | Global Improvement.
0 | 7 | 7 | Search | -47623 | -47623 | Global Improvement.
0 | 8 | 8 | Search | -47681 | -47681 | Global Improvement.
0 | 9 | 9 | Search | -47707 | -47707 | Global Improvement.
0 | 10 | 10 | Search | -47725 | -47725 | Global Improvement.
0 | 11 | 11 | Search | -47747 | -47747 | Global Improvement.
0 | 12 | 12 | Search | -47783 | -47783 | Global Improvement.
0 | 13 | 13 | Search | -47797 | -47797 | Global Improvement.
0 | 14 | 14 | Search | -47890 | -47890 | Global Improvement.
0 | 15 | 15 | Search | -47928 | -47928 | Global Improvement.
0 | 20 | 20 | Search | -47984 | -47984 | Global Improvement.
0 | 21 | 21 | Search | -48016 | -48016 | Global Improvement.
0 | 22 | 22 | Search | -48048 | -48048 | Global Improvement.
0 | 23 | 23 | Search | -48062 | -48062 | Global Improvement.
0 | 24 | 24 | Search | -48068 | -48068 | Global Improvement.
0 | 26 | 26 | Search | -48102 | -48102 | Global Improvement.
18 | 2565 | 39 | Diversification | -48142 | -48142 | Global Improvement.
18 | 2566 | 1 | Search | -48272 | -48272 | Global Improvement.
18 | 2567 | 2 | Search | -48328 | -48328 | Global Improvement.
18 | 2568 | 3 | Search | -48428 | -48428 | Global Improvement.
18 | 2569 | 4 | Search | -48456 | -48456 | Global Improvement.
18 | 2570 | 5 | Search | -48469 | -48469 | Global Improvement.
18 | 2577 | 12 | Search | -48471 | -48471 | Global Improvement.
18 | 2578 | 13 | Search | -48491 | -48491 | Global Improvement.
18 | 2585 | 20 | Search | -48533 | -48533 | Global Improvement.
18 | 2586 | 21 | Search | -48563 | -48563 | Global Improvement.
37 | 5088 | 2 | Diversification | -48567 | -48567 | Global Improvement.
37 | 5089 | 1 | Search | -48615 | -48615 | Global Improvement.
37 | 5090 | 2 | Search | -48663 | -48663 | Global Improvement.
37 | 5092 | 4 | Search | -48692 | -48692 | Global Improvement.
37 | 5095 | 7 | Search | -48740 | -48740 | Global Improvement.
37 | 5096 | 8 | Search | -48808 | -48808 | Global Improvement.
37 | 5097 | 9 | Search | -48824 | -48824 | Global Improvement.
37 | 5100 | 12 | Search | -48832 | -48832 | Global Improvement.
37 | 5102 | 14 | Search | -48840 | -48840 | Global Improvement.
37 | 5104 | 16 | Search | -48842 | -48842 | Global Improvement.
37 | 5123 | 35 | Search | -48896 | -48896 | Global Improvement.
37 | 5124 | 36 | Search | -48947 | -48947 | Global Improvement.
37 | 5125 | 37 | Search | -48949 | -48949 | Global Improvement.
37 | 5129 | 41 | Search | -48975 | -48975 | Global Improvement.
37 | 5130 | 42 | Search | -48995 | -48995 | Global Improvement.
37 | 5131 | 43 | Search | -49013 | -49013 | Global Improvement.
54 | 7683 | 2 | Search | -49037 | -49037 | Global Improvement.

 Optimization finished in 4.272132584s. 
 Objective of best solution found: -49037Warning: Given tenure ratio leads to small tabu tenure of 3.Minimum tabu_tenure 5 set instead
0 | 1 | 1 | Search | -46687 | -46687 | Global Improvement.
0 | 2 | 2 | Search | -46955 | -46955 | Global Improvement.
0 | 3 | 3 | Search | -47133 | -47133 | Global Improvement.
0 | 4 | 4 | Search | -47297 | -47297 | Global Improvement.
0 | 5 | 5 | Search | -47413 | -47413 | Global Improvement.
